0.000000 0.000000
0.005333 0.000000
0.010667 328.182739
0.016000 320.302399
0.021333 320.427795
0.026667 323.191132
0.032000 327.184418
0.037333 331.425171
0.042667 336.832153
0.048000 340.825195
0.053333 342.893921
0.058667 344.747528
0.064000 347.130066
0.069333 349.743286
0.074667 351.270752
0.080000 352.312866
0.085333 353.632050
0.090667 354.924774
0.096000 356.167816
0.101333 357.801727
0.106667 359.325623
0.112000 359.330170
0.117333 357.562866
0.122667 355.615173
0.128000 354.453857
0.133333 354.798157
0.138667 356.499298
0.144000 358.513672
0.149333 358.656860
0.154667 356.882019
0.160000 355.556610
0.165333 355.646027
0.170667 356.767548
0.176000 356.283875
0.181333 353.504608
0.186667 351.260162
0.192000 349.631104
0.197333 347.294891
0.202667 344.826752
0.208000 343.717133
0.213333 343.049286
0.218667 341.497253
0.224000 337.800659
0.229333 334.488586
0.234667 332.580994
0.240000 330.638062
0.245333 326.750214
0.250667 322.610046
0.256000 317.735901
0.261333 313.822845
0.266667 310.767548
0.272000 618.570679
0.277333 615.474365
0.282667 610.966003
0.288000 606.011536
0.293333 605.814514
0.298667 303.438446
0.304000 305.344727
0.309333 307.044708
0.314667 302.643005
0.320000 301.282318
0.325333 605.856873
0.330667 606.672180
0.336000 611.933960
0.341333 619.134033
0.346667 621.102722
0.352000 612.542969
0.357333 618.766541
0.362667 625.335388
0.368000 624.885742
0.373333 624.575012
0.378667 627.050720
0.384000 634.056274
0.389333 638.494019
0.394667 322.864105
0.400000 306.363281
0.405333 303.949158
0.410667 305.116180
0.416000 748.579773
0.421333 750.503906
0.426667 754.867737
0.432000 785.908997
0.437333 776.027893
0.442667 764.383301
0.448000 754.328125
0.453333 744.433472
0.458667 739.008728
0.464000 738.824890
0.469333 745.740662
0.474667 760.872864
0.480000 772.840088
0.485333 772.828247
0.490667 769.489380
0.496000 767.588257
0.501333 769.727173
0.506667 778.364685
0.512000 790.147095
0.517333 798.165100
0.522667 801.309265
0.528000 801.240906
0.533333 796.813354
0.538667 790.905334
0.544000 789.199951
0.549333 786.493530
0.554667 779.932983
0.560000 769.349548
0.565333 754.242432
0.570667 732.306396
0.576000 710.776367
0.581333 701.996948
0.586667 695.494812
0.592000 686.470398
0.597333 670.951172
0.602667 646.027527
0.608000 623.390076
0.613333 614.678223
0.618667 610.213623
0.624000 606.743225
0.629333 605.569214
0.634667 607.788757
0.640000 611.140930
0.645333 613.688232
0.650667 614.591492
0.656000 620.635132
0.661333 631.917480
0.666667 621.330017
0.672000 613.933655
0.677333 608.575623
0.682667 604.879578
0.688000 605.191650
0.693333 615.127441
0.698667 636.817078
0.704000 635.600159
0.709333 632.108521
0.714667 653.785767
0.720000 668.231018
0.725333 654.736084
0.730667 618.537842
0.736000 614.051941
0.741333 621.923645
0.746667 631.632935
0.752000 639.774780
0.757333 639.874390
0.762667 624.634949
0.768000 605.565674
0.773333 608.722351
0.778667 644.254883
0.784000 661.000488
0.789333 665.777039
0.794667 662.778381
0.800000 636.594788
0.805333 616.906799
0.810667 610.909424
0.816000 609.495361
0.821333 612.932739
0.826667 613.748352
0.832000 615.231750
0.837333 618.830078
0.842667 624.856934
0.848000 667.286621
0.853333 680.808533
0.858667 677.413208
0.864000 305.421112
0.869333 304.511322
0.874667 304.654480
0.880000 555.607422
0.885333 0.000000
0.890667 0.000000
0.896000 0.000000
0.901333 0.000000
0.906667 0.000000
0.912000 0.000000
0.917333 0.000000
0.922667 0.000000
0.928000 0.000000
0.933333 0.000000
0.938667 0.000000
0.944000 0.000000
0.949333 0.000000
0.954667 0.000000
0.960000 0.000000
0.965333 0.000000
0.970667 0.000000
0.976000 0.000000
0.981333 0.000000
0.986667 0.000000
0.992000 0.000000
0.997333 0.000000
1.002667 0.000000
1.008000 0.000000
1.013333 0.000000
1.018667 0.000000
1.024000 0.000000
1.029333 0.000000
1.034667 0.000000
1.040000 0.000000
1.045333 0.000000
1.050667 0.000000
1.056000 0.000000
1.061333 0.000000
1.066667 0.000000
1.072000 0.000000
1.077333 0.000000
1.082667 0.000000
1.088000 0.000000
1.093333 0.000000
1.098667 0.000000
1.104000 0.000000
1.109333 0.000000
1.114667 0.000000
1.120000 0.000000
1.125333 0.000000
1.130667 0.000000
1.136000 0.000000
1.141333 0.000000
1.146667 0.000000
1.152000 0.000000
1.157333 0.000000
1.162667 0.000000
1.168000 0.000000
1.173333 0.000000
1.178667 0.000000
1.184000 0.000000
1.189333 0.000000
1.194667 0.000000
1.200000 0.000000
1.205333 0.000000
1.210667 0.000000
1.216000 0.000000
1.221333 0.000000
1.226667 0.000000
1.232000 0.000000
1.237333 0.000000
1.242667 0.000000
1.248000 0.000000
1.253333 0.000000
1.258667 0.000000
1.264000 0.000000
1.269333 0.000000
1.274667 0.000000
1.280000 0.000000
1.285333 0.000000
1.290667 0.000000
1.296000 0.000000
1.301333 0.000000
1.306667 0.000000
1.312000 0.000000
1.317333 0.000000
1.322667 0.000000
1.328000 0.000000
1.333333 0.000000
1.338667 0.000000
1.344000 0.000000
1.349333 0.000000
1.354667 0.000000
1.360000 0.000000
1.365333 0.000000
1.370667 749.099426
1.376000 0.000000
1.381333 0.000000
1.386667 0.000000
1.392000 0.000000
1.397333 0.000000
1.402667 0.000000
1.408000 0.000000
1.413333 0.000000
1.418667 0.000000
1.424000 0.000000
1.429333 0.000000
1.434667 0.000000
1.440000 0.000000
1.445333 0.000000
1.450667 0.000000
1.456000 0.000000
1.461333 0.000000
1.466667 0.000000
1.472000 0.000000
1.477333 0.000000
1.482667 0.000000
1.488000 0.000000
1.493333 0.000000
1.498667 0.000000
