"x","variable","value"
1,"pred.rate",0.867052023121387
2,"pred.rate",0.84393063583815
3,"pred.rate",0.838150289017341
4,"pred.rate",0.838150289017341
5,"pred.rate",0.826589595375723
6,"pred.rate",0.832369942196532
7,"pred.rate",0.838150289017341
8,"pred.rate",0.832369942196532
9,"pred.rate",0.815028901734104
10,"pred.rate",0.809248554913295
11,"pred.rate",0.809248554913295
12,"pred.rate",0.815028901734104
13,"pred.rate",0.809248554913295
14,"pred.rate",0.809248554913295
15,"pred.rate",0.809248554913295
16,"pred.rate",0.803468208092486
17,"pred.rate",0.803468208092486
18,"pred.rate",0.809248554913295
19,"pred.rate",0.809248554913295
20,"pred.rate",0.803468208092486
21,"pred.rate",0.803468208092486
22,"pred.rate",0.803468208092486
23,"pred.rate",0.797687861271676
24,"pred.rate",0.803468208092486
25,"pred.rate",0.803468208092486
26,"pred.rate",0.803468208092486
27,"pred.rate",0.809248554913295
28,"pred.rate",0.809248554913295
29,"pred.rate",0.809248554913295
30,"pred.rate",0.803468208092486
31,"pred.rate",0.803468208092486
32,"pred.rate",0.803468208092486
33,"pred.rate",0.797687861271676
34,"pred.rate",0.791907514450867
35,"pred.rate",0.791907514450867
36,"pred.rate",0.786127167630058
37,"pred.rate",0.786127167630058
38,"pred.rate",0.786127167630058
39,"pred.rate",0.786127167630058
40,"pred.rate",0.786127167630058
41,"pred.rate",0.774566473988439
42,"pred.rate",0.774566473988439
43,"pred.rate",0.76878612716763
44,"pred.rate",0.763005780346821
45,"pred.rate",0.763005780346821
46,"pred.rate",0.763005780346821
47,"pred.rate",0.763005780346821
48,"pred.rate",0.763005780346821
49,"pred.rate",0.763005780346821
50,"pred.rate",0.763005780346821
51,"pred.rate",0.763005780346821
52,"pred.rate",0.76878612716763
53,"pred.rate",0.76878612716763
54,"pred.rate",0.76878612716763
55,"pred.rate",0.76878612716763
56,"pred.rate",0.76878612716763
57,"pred.rate",0.76878612716763
58,"pred.rate",0.76878612716763
59,"pred.rate",0.774566473988439
60,"pred.rate",0.774566473988439
61,"pred.rate",0.774566473988439
62,"pred.rate",0.76878612716763
63,"pred.rate",0.774566473988439
64,"pred.rate",0.774566473988439
65,"pred.rate",0.774566473988439
66,"pred.rate",0.774566473988439
67,"pred.rate",0.774566473988439
68,"pred.rate",0.774566473988439
69,"pred.rate",0.774566473988439
70,"pred.rate",0.774566473988439
71,"pred.rate",0.774566473988439
72,"pred.rate",0.774566473988439
73,"pred.rate",0.774566473988439
74,"pred.rate",0.774566473988439
75,"pred.rate",0.774566473988439
76,"pred.rate",0.774566473988439
77,"pred.rate",0.780346820809249
78,"pred.rate",0.780346820809249
79,"pred.rate",0.780346820809249
80,"pred.rate",0.780346820809249
81,"pred.rate",0.780346820809249
82,"pred.rate",0.780346820809249
83,"pred.rate",0.780346820809249
84,"pred.rate",0.780346820809249
85,"pred.rate",0.780346820809249
86,"pred.rate",0.780346820809249
87,"pred.rate",0.774566473988439
88,"pred.rate",0.774566473988439
89,"pred.rate",0.774566473988439
90,"pred.rate",0.774566473988439
91,"pred.rate",0.774566473988439
92,"pred.rate",0.774566473988439
93,"pred.rate",0.774566473988439
94,"pred.rate",0.774566473988439
95,"pred.rate",0.774566473988439
96,"pred.rate",0.774566473988439
97,"pred.rate",0.774566473988439
98,"pred.rate",0.774566473988439
99,"pred.rate",0.774566473988439
100,"pred.rate",0.774566473988439
101,"pred.rate",0.774566473988439
102,"pred.rate",0.774566473988439
103,"pred.rate",0.774566473988439
104,"pred.rate",0.780346820809249
105,"pred.rate",0.780346820809249
106,"pred.rate",0.780346820809249
107,"pred.rate",0.780346820809249
108,"pred.rate",0.780346820809249
109,"pred.rate",0.780346820809249
110,"pred.rate",0.780346820809249
111,"pred.rate",0.780346820809249
112,"pred.rate",0.780346820809249
113,"pred.rate",0.780346820809249
114,"pred.rate",0.774566473988439
115,"pred.rate",0.774566473988439
116,"pred.rate",0.774566473988439
117,"pred.rate",0.774566473988439
118,"pred.rate",0.774566473988439
119,"pred.rate",0.774566473988439
120,"pred.rate",0.774566473988439
1,"Power",0
2,"Power",0.19047619047619
3,"Power",0.238095238095238
4,"Power",0.238095238095238
5,"Power",0.238095238095238
6,"Power",0.285714285714286
7,"Power",0.333333333333333
8,"Power",0.380952380952381
9,"Power",0.380952380952381
10,"Power",0.380952380952381
11,"Power",0.380952380952381
12,"Power",0.428571428571429
13,"Power",0.428571428571429
14,"Power",0.428571428571429
15,"Power",0.428571428571429
16,"Power",0.428571428571429
17,"Power",0.428571428571429
18,"Power",0.476190476190476
19,"Power",0.476190476190476
20,"Power",0.476190476190476
21,"Power",0.476190476190476
22,"Power",0.476190476190476
23,"Power",0.476190476190476
24,"Power",0.523809523809524
25,"Power",0.523809523809524
26,"Power",0.523809523809524
27,"Power",0.523809523809524
28,"Power",0.523809523809524
29,"Power",0.523809523809524
30,"Power",0.523809523809524
31,"Power",0.523809523809524
32,"Power",0.523809523809524
33,"Power",0.523809523809524
34,"Power",0.523809523809524
35,"Power",0.523809523809524
36,"Power",0.523809523809524
37,"Power",0.523809523809524
38,"Power",0.523809523809524
39,"Power",0.523809523809524
40,"Power",0.523809523809524
41,"Power",0.523809523809524
42,"Power",0.523809523809524
43,"Power",0.523809523809524
44,"Power",0.523809523809524
45,"Power",0.523809523809524
46,"Power",0.523809523809524
47,"Power",0.523809523809524
48,"Power",0.523809523809524
49,"Power",0.523809523809524
50,"Power",0.523809523809524
51,"Power",0.523809523809524
52,"Power",0.523809523809524
53,"Power",0.523809523809524
54,"Power",0.523809523809524
55,"Power",0.523809523809524
56,"Power",0.523809523809524
57,"Power",0.523809523809524
58,"Power",0.523809523809524
59,"Power",0.523809523809524
60,"Power",0.523809523809524
61,"Power",0.523809523809524
62,"Power",0.523809523809524
63,"Power",0.523809523809524
64,"Power",0.523809523809524
65,"Power",0.523809523809524
66,"Power",0.523809523809524
67,"Power",0.523809523809524
68,"Power",0.523809523809524
69,"Power",0.523809523809524
70,"Power",0.523809523809524
71,"Power",0.523809523809524
72,"Power",0.523809523809524
73,"Power",0.523809523809524
74,"Power",0.523809523809524
75,"Power",0.523809523809524
76,"Power",0.523809523809524
77,"Power",0.523809523809524
78,"Power",0.523809523809524
79,"Power",0.523809523809524
80,"Power",0.523809523809524
81,"Power",0.523809523809524
82,"Power",0.523809523809524
83,"Power",0.523809523809524
84,"Power",0.523809523809524
85,"Power",0.523809523809524
86,"Power",0.523809523809524
87,"Power",0.523809523809524
88,"Power",0.523809523809524
89,"Power",0.523809523809524
90,"Power",0.523809523809524
91,"Power",0.523809523809524
92,"Power",0.523809523809524
93,"Power",0.523809523809524
94,"Power",0.523809523809524
95,"Power",0.523809523809524
96,"Power",0.523809523809524
97,"Power",0.523809523809524
98,"Power",0.523809523809524
99,"Power",0.523809523809524
100,"Power",0.523809523809524
101,"Power",0.523809523809524
102,"Power",0.523809523809524
103,"Power",0.523809523809524
104,"Power",0.523809523809524
105,"Power",0.523809523809524
106,"Power",0.523809523809524
107,"Power",0.523809523809524
108,"Power",0.523809523809524
109,"Power",0.523809523809524
110,"Power",0.523809523809524
111,"Power",0.523809523809524
112,"Power",0.523809523809524
113,"Power",0.523809523809524
114,"Power",0.523809523809524
115,"Power",0.523809523809524
116,"Power",0.523809523809524
117,"Power",0.523809523809524
118,"Power",0.523809523809524
119,"Power",0.523809523809524
120,"Power",0.523809523809524
1,"Precision",0
2,"Precision",0.285714285714286
3,"Precision",0.294117647058824
4,"Precision",0.294117647058824
5,"Precision",0.263157894736842
6,"Precision",0.3
7,"Precision",0.333333333333333
8,"Precision",0.333333333333333
9,"Precision",0.296296296296296
10,"Precision",0.285714285714286
11,"Precision",0.285714285714286
12,"Precision",0.310344827586207
13,"Precision",0.3
14,"Precision",0.3
15,"Precision",0.3
16,"Precision",0.290322580645161
17,"Precision",0.290322580645161
18,"Precision",0.3125
19,"Precision",0.3125
20,"Precision",0.303030303030303
21,"Precision",0.303030303030303
22,"Precision",0.303030303030303
23,"Precision",0.294117647058824
24,"Precision",0.314285714285714
25,"Precision",0.314285714285714
26,"Precision",0.314285714285714
27,"Precision",0.323529411764706
28,"Precision",0.323529411764706
29,"Precision",0.323529411764706
30,"Precision",0.314285714285714
31,"Precision",0.314285714285714
32,"Precision",0.314285714285714
33,"Precision",0.305555555555556
34,"Precision",0.297297297297297
35,"Precision",0.297297297297297
36,"Precision",0.289473684210526
37,"Precision",0.289473684210526
38,"Precision",0.289473684210526
39,"Precision",0.289473684210526
40,"Precision",0.289473684210526
41,"Precision",0.275
42,"Precision",0.275
43,"Precision",0.268292682926829
44,"Precision",0.261904761904762
45,"Precision",0.261904761904762
46,"Precision",0.261904761904762
47,"Precision",0.261904761904762
48,"Precision",0.261904761904762
49,"Precision",0.261904761904762
50,"Precision",0.261904761904762
51,"Precision",0.261904761904762
52,"Precision",0.268292682926829
53,"Precision",0.268292682926829
54,"Precision",0.268292682926829
55,"Precision",0.268292682926829
56,"Precision",0.268292682926829
57,"Precision",0.268292682926829
58,"Precision",0.268292682926829
59,"Precision",0.275
60,"Precision",0.275
61,"Precision",0.275
62,"Precision",0.268292682926829
63,"Precision",0.275
64,"Precision",0.275
65,"Precision",0.275
66,"Precision",0.275
67,"Precision",0.275
68,"Precision",0.275
69,"Precision",0.275
70,"Precision",0.275
71,"Precision",0.275
72,"Precision",0.275
73,"Precision",0.275
74,"Precision",0.275
75,"Precision",0.275
76,"Precision",0.275
77,"Precision",0.282051282051282
78,"Precision",0.282051282051282
79,"Precision",0.282051282051282
80,"Precision",0.282051282051282
81,"Precision",0.282051282051282
82,"Precision",0.282051282051282
83,"Precision",0.282051282051282
84,"Precision",0.282051282051282
85,"Precision",0.282051282051282
86,"Precision",0.282051282051282
87,"Precision",0.275
88,"Precision",0.275
89,"Precision",0.275
90,"Precision",0.275
91,"Precision",0.275
92,"Precision",0.275
93,"Precision",0.275
94,"Precision",0.275
95,"Precision",0.275
96,"Precision",0.275
97,"Precision",0.275
98,"Precision",0.275
99,"Precision",0.275
100,"Precision",0.275
101,"Precision",0.275
102,"Precision",0.275
103,"Precision",0.275
104,"Precision",0.282051282051282
105,"Precision",0.282051282051282
106,"Precision",0.282051282051282
107,"Precision",0.282051282051282
108,"Precision",0.282051282051282
109,"Precision",0.282051282051282
110,"Precision",0.282051282051282
111,"Precision",0.282051282051282
112,"Precision",0.282051282051282
113,"Precision",0.282051282051282
114,"Precision",0.275
115,"Precision",0.275
116,"Precision",0.275
117,"Precision",0.275
118,"Precision",0.275
119,"Precision",0.275
120,"Precision",0.275
