"","File.Name","Sound.Source","Min","X1Q","Median","Mean","X3Q","Max","Length"
"263","Adultfemale_cry15.spec.csv","Adultfemale_cry",233.2,233.2,233.2,233.2,233.2,233.2,1
"264","Adultfemale_cry15.spec.csv","Adultfemale_cry",57.49,57.5,140.5,141.5,224.5,227.5,4
"265","Adultfemale_cry15.spec.csv","Adultfemale_cry",132.9,132.9,132.9,132.9,132.9,132.9,1
"266","Adultfemale_cry15.spec.csv","Adultfemale_cry",133.1,133.1,133.1,133.1,133.1,133.1,1
"267","Adultfemale_cry15.spec.csv","Adultfemale_cry",133.3,133.3,133.3,133.3,133.3,133.3,1
"268","Adultfemale_cry15.spec.csv","Adultfemale_cry",262.8,262.8,262.8,262.8,262.8,262.8,1
"269","Adultfemale_cry15.spec.csv","Adultfemale_cry",228.2,270.2,326.2,601.8,371.1,3878,48
"270","Adultfemale_cry15.spec.csv","Adultfemale_cry",1282,1282,1282,1282,1282,1282,1
"271","Adultfemale_cry15.spec.csv","Adultfemale_cry",508.5,508.5,508.5,508.5,508.5,508.5,1
"272","Adultfemale_cry15.spec.csv","Adultfemale_cry",150.4,292,314.8,385.2,518.9,599.9,280
"273","Adultfemale_cry16.512.csv","Adultfemale_cry",154.8,352.2,414.5,713.5,932.5,1918,38
"274","Adultfemale_cry16.512.csv","Adultfemale_cry",155.8,669.5,1823,2040,3529,3780,28
"275","Adultfemale_cry16.csv","Adultfemale_cry",154.8,368.2,416.3,758.7,936.5,1951,76
"276","Adultfemale_cry16.csv","Adultfemale_cry",422.3,422.3,422.3,422.3,422.3,422.3,1
"277","Adultfemale_cry16.csv","Adultfemale_cry",203.9,203.9,203.9,203.9,203.9,203.9,1
"278","Adultfemale_cry16.csv","Adultfemale_cry",162.6,162.7,162.8,162.8,162.9,163.1,2
"279","Adultfemale_cry16.csv","Adultfemale_cry",155.8,1739,1837,2179,3550,3783,52
"280","Adultfemale_cry16.csv","Adultfemale_cry",563,563.9,564.8,564.8,565.8,566.7,2
"281","Adultfemale_cry16.spec.csv","Adultfemale_cry",154.8,372,421.7,786.8,954.8,1951,145
"282","Adultfemale_cry16.spec.csv","Adultfemale_cry",411.6,411.7,411.9,412.9,412.9,416.2,5
"283","Adultfemale_cry16.spec.csv","Adultfemale_cry",417.3,419.8,422.3,422.7,425.3,428.4,3
"284","Adultfemale_cry16.spec.csv","Adultfemale_cry",436.1,436.1,436.1,436.1,436.1,436.1,1
"285","Adultfemale_cry16.spec.csv","Adultfemale_cry",425.6,425.6,425.6,425.6,425.6,425.6,1
"286","Adultfemale_cry16.spec.csv","Adultfemale_cry",203.5,203.6,203.7,203.7,203.8,203.9,2
"287","Adultfemale_cry16.spec.csv","Adultfemale_cry",162.6,162.7,162.8,162.8,162.9,163.1,3
"288","Adultfemale_cry16.spec.csv","Adultfemale_cry",155.8,1728,1837,2136,3529,3785,103
"289","Adultfemale_cry16.spec.csv","Adultfemale_cry",565.2,565.6,566,566,566.3,566.7,2
"290","Adultfemale_cry17.512.csv","Adultfemale_cry",139,303.3,320.1,790.3,407.6,3713,50
"291","Adultfemale_cry17.512.csv","Adultfemale_cry",320.8,361.1,1715,1944,3751,3856,19
"292","Adultfemale_cry17.512.csv","Adultfemale_cry",257.1,257.1,257.1,257.1,257.1,257.1,1
"293","Adultfemale_cry17.512.csv","Adultfemale_cry",282.9,282.9,282.9,282.9,282.9,282.9,1
"294","Adultfemale_cry17.512.csv","Adultfemale_cry",216.1,216.1,216.1,216.1,216.1,216.1,1
"295","Adultfemale_cry17.512.csv","Adultfemale_cry",204.4,204.4,204.4,204.4,204.4,204.4,1
"296","Adultfemale_cry17.512.csv","Adultfemale_cry",509,1823,3754,2967,3827,3962,22
"297","Adultfemale_cry17.512.csv","Adultfemale_cry",1031,1031,1031,1031,1031,1031,1
"298","Adultfemale_cry17.csv","Adultfemale_cry",139,302.3,320.1,757.8,407.1,3714,99
"299","Adultfemale_cry17.csv","Adultfemale_cry",331.3,331.3,331.3,331.3,331.3,331.3,1
"300","Adultfemale_cry17.csv","Adultfemale_cry",320.1,320.4,320.8,327.6,331.3,341.9,3
"301","Adultfemale_cry17.csv","Adultfemale_cry",332.9,372.7,3698,2419,3766,3856,29
"302","Adultfemale_cry17.csv","Adultfemale_cry",361.7,362,362.2,362.3,362.6,362.9,3
"303","Adultfemale_cry17.csv","Adultfemale_cry",346.8,350.6,354.3,354.3,358,361.7,2
"304","Adultfemale_cry17.csv","Adultfemale_cry",371.5,371.5,371.5,371.5,371.5,371.5,1
"305","Adultfemale_cry17.csv","Adultfemale_cry",192.5,192.5,192.5,192.5,192.5,192.5,1
"306","Adultfemale_cry17.csv","Adultfemale_cry",282.9,282.9,282.9,282.9,282.9,282.9,1
"307","Adultfemale_cry17.csv","Adultfemale_cry",171.5,171.5,171.5,171.5,171.5,171.5,1
"308","Adultfemale_cry17.csv","Adultfemale_cry",255.3,255.3,255.3,255.3,255.3,255.3,1
"309","Adultfemale_cry17.csv","Adultfemale_cry",216.1,219.9,223.7,223.7,227.4,231.2,2
"310","Adultfemale_cry17.csv","Adultfemale_cry",247.6,264.4,281.2,281.2,298,314.9,2
"311","Adultfemale_cry17.csv","Adultfemale_cry",205.3,205.3,205.3,205.3,205.3,205.3,1
"312","Adultfemale_cry17.csv","Adultfemale_cry",204.4,207.1,209.7,209.7,212.3,214.9,2
"313","Adultfemale_cry17.csv","Adultfemale_cry",509,1817,3748,2883,3848,4002,44
"314","Adultfemale_cry17.csv","Adultfemale_cry",1031,1730,2430,2430,3129,3828,2
"315","Adultfemale_cry17.spec.csv","Adultfemale_cry",138.9,301.1,319.1,731.9,404.2,3716,198
"316","Adultfemale_cry17.spec.csv","Adultfemale_cry",329.9,329.9,329.9,329.9,329.9,329.9,1
"317","Adultfemale_cry17.spec.csv","Adultfemale_cry",331.7,331.7,331.7,331.7,331.7,331.7,1
"318","Adultfemale_cry17.spec.csv","Adultfemale_cry",340,340,340,340,340,340,1
"319","Adultfemale_cry17.spec.csv","Adultfemale_cry",320.1,320.2,320.2,320.2,320.3,320.4,2
"320","Adultfemale_cry17.spec.csv","Adultfemale_cry",265.3,372.7,1863,2381,3774,3862,57
"321","Adultfemale_cry17.spec.csv","Adultfemale_cry",364,364,364,364,364,364,1
"322","Adultfemale_cry17.spec.csv","Adultfemale_cry",361.9,362.1,362.5,362.4,362.7,362.9,4
"323","Adultfemale_cry17.spec.csv","Adultfemale_cry",346.8,353.8,360.9,356.5,361.3,361.7,3
"324","Adultfemale_cry17.spec.csv","Adultfemale_cry",170.2,170.2,170.2,170.2,170.2,170.2,1
"325","Adultfemale_cry17.spec.csv","Adultfemale_cry",169.6,169.6,169.6,169.6,169.6,169.6,1
"326","Adultfemale_cry17.spec.csv","Adultfemale_cry",257.1,285.7,314.3,314.3,342.9,371.5,2
"327","Adultfemale_cry17.spec.csv","Adultfemale_cry",192.5,192.5,192.5,192.5,192.5,192.5,1
"328","Adultfemale_cry17.spec.csv","Adultfemale_cry",133.3,170.7,208.1,208.1,245.5,282.9,2
"329","Adultfemale_cry17.spec.csv","Adultfemale_cry",111.2,111.2,111.2,111.2,111.2,111.2,1
"330","Adultfemale_cry17.spec.csv","Adultfemale_cry",171.5,171.5,171.5,171.5,171.5,171.5,1
"331","Adultfemale_cry17.spec.csv","Adultfemale_cry",169.7,169.7,169.7,169.7,169.7,169.7,1
"332","Adultfemale_cry17.spec.csv","Adultfemale_cry",256.1,256.1,256.1,256.1,256.1,256.1,1
"333","Adultfemale_cry17.spec.csv","Adultfemale_cry",193.2,193.2,193.2,193.2,193.2,193.2,1
"334","Adultfemale_cry17.spec.csv","Adultfemale_cry",192.6,192.6,192.6,192.6,192.6,192.6,1
"335","Adultfemale_cry17.spec.csv","Adultfemale_cry",255.3,255.3,255.3,255.3,255.3,255.3,1
"336","Adultfemale_cry17.spec.csv","Adultfemale_cry",117.5,117.5,117.5,117.5,117.5,117.5,1
"337","Adultfemale_cry17.spec.csv","Adultfemale_cry",212.1,212.1,212.1,212.1,212.1,212.1,1
"338","Adultfemale_cry17.spec.csv","Adultfemale_cry",145.3,145.3,145.3,145.3,145.3,145.3,1
"339","Adultfemale_cry17.spec.csv","Adultfemale_cry",103.7,131.8,159.9,159.9,188,216.1,2
"340","Adultfemale_cry17.spec.csv","Adultfemale_cry",231.2,231.2,231.2,231.2,231.2,231.2,1
"341","Adultfemale_cry17.spec.csv","Adultfemale_cry",247.3,247.3,247.3,247.3,247.3,247.3,1
"342","Adultfemale_cry17.spec.csv","Adultfemale_cry",248,264.7,281.4,281.4,298.1,314.9,2
"343","Adultfemale_cry17.spec.csv","Adultfemale_cry",159.1,159.1,159.1,159.1,159.1,159.1,1
"344","Adultfemale_cry17.spec.csv","Adultfemale_cry",205.2,205.2,205.2,205.2,205.2,205.2,1
"345","Adultfemale_cry17.spec.csv","Adultfemale_cry",214.5,214.6,214.7,214.7,214.8,214.9,2
"346","Adultfemale_cry17.spec.csv","Adultfemale_cry",205.5,205.5,205.5,205.5,205.5,205.5,1
"347","Adultfemale_cry17.spec.csv","Adultfemale_cry",88.39,1812,3743,2872,3846,4005,89
"348","Adultfemale_cry17.spec.csv","Adultfemale_cry",1027,1727,2427,2427,3128,3828,2
"349","Adultfemale_cry18.512.csv","Adultfemale_cry",193.5,527.5,584.3,614.1,627.8,3823,77
"350","Adultfemale_cry18.512.csv","Adultfemale_cry",273.2,279.2,285.2,285.2,291.3,297.3,2
"351","Adultfemale_cry18.512.csv","Adultfemale_cry",226.7,382.6,428.6,538,508.7,3879,56
"352","Adultfemale_cry18.512.csv","Adultfemale_cry",322.8,322.8,322.8,322.8,322.8,322.8,1
"353","Adultfemale_cry18.csv","Adultfemale_cry",193.5,527.4,581.6,599.6,627.9,3823,152
"354","Adultfemale_cry18.csv","Adultfemale_cry",273.2,288.8,295.3,290.3,296.9,297.3,4
"355","Adultfemale_cry18.csv","Adultfemale_cry",241.3,245.6,249.9,249.9,254.1,258.4,2
"356","Adultfemale_cry18.csv","Adultfemale_cry",257.2,257.2,257.2,257.2,257.2,257.2,1
"357","Adultfemale_cry18.csv","Adultfemale_cry",227,383.5,431.9,579,509.8,3927,108
"358","Adultfemale_cry18.csv","Adultfemale_cry",322.8,324.6,326.3,326.3,328,329.7,2
"359","Adultfemale_cry18.spec.csv","Adultfemale_cry",193.4,527.5,586,592.2,627.9,3823,298
"360","Adultfemale_cry18.spec.csv","Adultfemale_cry",255.4,255.4,255.4,255.4,255.4,255.4,2
"361","Adultfemale_cry18.spec.csv","Adultfemale_cry",239.7,239.7,239.7,239.7,239.7,239.7,1
"362","Adultfemale_cry18.spec.csv","Adultfemale_cry",239.9,240,240,240,240.1,240.2,2
"363","Adultfemale_cry18.spec.csv","Adultfemale_cry",273.7,294.3,296.1,292.4,297.2,297.4,6
"364","Adultfemale_cry18.spec.csv","Adultfemale_cry",259.8,259.8,259.8,259.8,259.8,259.8,1
"365","Adultfemale_cry18.spec.csv","Adultfemale_cry",258.9,258.9,258.9,258.9,258.9,258.9,1
"366","Adultfemale_cry18.spec.csv","Adultfemale_cry",241.3,241.3,241.3,241.3,241.3,241.3,1
"367","Adultfemale_cry18.spec.csv","Adultfemale_cry",241.4,245.7,249.9,249.9,254.2,258.4,2
"368","Adultfemale_cry18.spec.csv","Adultfemale_cry",257.2,257.4,257.5,257.5,257.7,257.8,2
"369","Adultfemale_cry18.spec.csv","Adultfemale_cry",226.9,383.3,431.9,595.2,509.8,3950,217
"370","Adultfemale_cry18.spec.csv","Adultfemale_cry",326.6,327.4,328.2,328.2,329,329.7,2
"371","Adultfemale_cry19.512.csv","Adultfemale_cry",88.33,276,372.2,885.7,1812,7184,137
"372","Adultfemale_cry19.512.csv","Adultfemale_cry",245.7,245.7,245.7,245.7,245.7,245.7,1
"373","Adultfemale_cry19.csv","Adultfemale_cry",88.29,256.8,341.3,849.7,1834,3647,187
"374","Adultfemale_cry19.csv","Adultfemale_cry",151,152.4,211.6,226.9,312.2,314.1,14
"375","Adultfemale_cry19.csv","Adultfemale_cry",152.2,200.1,247.9,247.9,295.7,343.5,2
"376","Adultfemale_cry19.csv","Adultfemale_cry",117.5,303.4,467.8,1127,1790,7342,70
"377","Adultfemale_cry19.csv","Adultfemale_cry",245.7,250.5,255.4,255.4,260.2,265,2
"378","Adultfemale_cry19.spec.csv","Adultfemale_cry",88.29,259.8,530.9,1077,1855,3653,269
"379","Adultfemale_cry19.spec.csv","Adultfemale_cry",88.33,154,294.5,265.4,315,500.5,103
"380","Adultfemale_cry19.spec.csv","Adultfemale_cry",270,276.7,313.1,298.8,313.7,314.7,11
"381","Adultfemale_cry19.spec.csv","Adultfemale_cry",150.6,152.3,152.4,180.7,152.9,314,17
"382","Adultfemale_cry19.spec.csv","Adultfemale_cry",152.2,152.3,152.4,228.1,340.1,343.5,5
"383","Adultfemale_cry19.spec.csv","Adultfemale_cry",117.5,303.6,468.5,1185,1795,7502,140
"384","Adultfemale_cry19.spec.csv","Adultfemale_cry",264.9,264.9,264.9,264.9,265,265,2
"385","Adultfemale_laugh01.512.csv","Adultfemale_laugh",211.1,240.7,260.6,451.9,306.1,3823,64
"386","Adultfemale_laugh01.512.csv","Adultfemale_laugh",220.2,236.8,240.5,565.4,316.9,2007,27
"387","Adultfemale_laugh01.512.csv","Adultfemale_laugh",292.3,294.6,296.9,339.4,362.9,428.9,3
"388","Adultfemale_laugh01.512.csv","Adultfemale_laugh",83.46,1056,1066,2038,3560,4016,20
"389","Adultfemale_laugh01.csv","Adultfemale_laugh",211.1,240.7,260.4,455.7,306,3838,127
"390","Adultfemale_laugh01.csv","Adultfemale_laugh",1377,1377,1377,1377,1377,1377,1
"391","Adultfemale_laugh01.csv","Adultfemale_laugh",1535,1535,1535,1535,1535,1535,1
"392","Adultfemale_laugh01.csv","Adultfemale_laugh",193,236.1,240.1,552.2,272.9,2080,53
"393","Adultfemale_laugh01.csv","Adultfemale_laugh",428.9,428.9,428.9,428.9,428.9,428.9,1
"394","Adultfemale_laugh01.csv","Adultfemale_laugh",292.3,293.8,295.2,294.8,296,296.9,3
"395","Adultfemale_laugh01.csv","Adultfemale_laugh",4126,4130,4135,4135,4139,4144,2
"396","Adultfemale_laugh01.csv","Adultfemale_laugh",83.46,1051,1065,1969,3484,4019,40
"397","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",144.6,240.6,260.5,437.8,304.7,3838,254
"398","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",1386,1389,1392,1392,1395,1398,2
"399","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",1363,1363,1363,1363,1363,1363,1
"400","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",1268,1268,1268,1268,1268,1268,1
"401","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",1535,1535,1535,1535,1535,1535,1
"402","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",1572,1572,1572,1572,1572,1572,1
"403","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",145.2,145.2,145.2,145.2,145.2,145.2,1
"404","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",192.5,235.1,240.1,546.1,271.7,2080,104
"405","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",234,234,234,234,234,234,1
"406","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",377.6,402.9,428.2,411.6,428.6,428.9,3
"407","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",293.9,295.2,296.1,296,296.9,297.8,5
"408","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",4126,4128,4130,4130,4132,4133,2
"409","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",83.46,141.2,199,160.7,199.3,199.6,3
"410","Adultfemale_laugh01.spec.csv","Adultfemale_laugh",280.2,1056,1065,2126,3592,4028,75
"411","Adultfemale_laugh02.512.csv","Adultfemale_laugh",285,386.9,410.5,520.6,433.8,2113,54
"412","Adultfemale_laugh02.512.csv","Adultfemale_laugh",146.7,146.7,146.7,146.7,146.7,146.7,1
"413","Adultfemale_laugh02.512.csv","Adultfemale_laugh",166,321.3,1044,1679,3557,4035,38
"414","Adultfemale_laugh02.512.csv","Adultfemale_laugh",243.6,337.6,590.9,1437,2148,4317,27
"415","Adultfemale_laugh02.csv","Adultfemale_laugh",279,384.3,409.4,508.1,430.8,2113,106
"416","Adultfemale_laugh02.csv","Adultfemale_laugh",510.5,510.5,510.5,510.5,510.5,510.5,1
"417","Adultfemale_laugh02.csv","Adultfemale_laugh",146.7,198.8,250.8,250.8,302.9,355,2
"418","Adultfemale_laugh02.csv","Adultfemale_laugh",166,327.4,1046,1699,3557,4191,74
"419","Adultfemale_laugh02.csv","Adultfemale_laugh",243.6,347.5,2054,1521,2155,4376,53
"420","Adultfemale_laugh02.spec.csv","Adultfemale_laugh",199.5,364.7,392.1,535.7,431.4,2113,153
"421","Adultfemale_laugh02.spec.csv","Adultfemale_laugh",284.4,410.5,413.3,439,422.5,1082,57
"422","Adultfemale_laugh02.spec.csv","Adultfemale_laugh",510.5,511.5,512.5,512.5,513.5,514.5,2
"423","Adultfemale_laugh02.spec.csv","Adultfemale_laugh",146.7,147.8,148.8,238.1,283.8,418.9,3
"424","Adultfemale_laugh02.spec.csv","Adultfemale_laugh",165.9,478.1,1057,1867,3573,4241,134
"425","Adultfemale_laugh02.spec.csv","Adultfemale_laugh",230.2,243.9,296,274.7,296.2,296.5,12
"426","Adultfemale_laugh02.spec.csv","Adultfemale_laugh",243.4,347.5,2054,1526,2154,4386,107
"427","Adultfemale_laugh03.512.csv","Adultfemale_laugh",314.4,395.7,442.1,1165,1456,3888,30
"428","Adultfemale_laugh03.512.csv","Adultfemale_laugh",310.8,337.4,1427,2023,3985,4085,17
"429","Adultfemale_laugh03.512.csv","Adultfemale_laugh",172.3,342.9,367.6,1253,1285,4069,16
"430","Adultfemale_laugh03.512.csv","Adultfemale_laugh",378.5,378.5,378.5,378.5,378.5,378.5,1
"431","Adultfemale_laugh03.512.csv","Adultfemale_laugh",108.3,368,414.8,1488,3131,4232,14
"432","Adultfemale_laugh03.512.csv","Adultfemale_laugh",390.3,1162,1933,1933,2704,3475,2
"433","Adultfemale_laugh03.512.csv","Adultfemale_laugh",388.1,428.6,926.2,1249,1575,3872,16
"434","Adultfemale_laugh03.512.csv","Adultfemale_laugh",325.3,624.7,1415,1590,1416,3986,10
"435","Adultfemale_laugh03.csv","Adultfemale_laugh",312.4,393.9,441.7,1173,1461,3976,61
"436","Adultfemale_laugh03.csv","Adultfemale_laugh",310.8,341.1,1428,2070,3950,4085,35
"437","Adultfemale_laugh03.csv","Adultfemale_laugh",172.3,352.6,382.4,1496,3757,4081,31
"438","Adultfemale_laugh03.csv","Adultfemale_laugh",351.2,358.6,366,366,373.4,380.7,2
"439","Adultfemale_laugh03.csv","Adultfemale_laugh",374.3,374.3,374.3,374.3,374.3,374.3,1
"440","Adultfemale_laugh03.csv","Adultfemale_laugh",108.3,357.3,436.8,1594,3778,4232,28
"441","Adultfemale_laugh03.csv","Adultfemale_laugh",387.9,387.9,387.9,387.9,387.9,387.9,1
"442","Adultfemale_laugh03.csv","Adultfemale_laugh",394,1164,1935,1935,2705,3475,2
"443","Adultfemale_laugh03.csv","Adultfemale_laugh",388.1,429,1423,1527,2021,3985,31
"444","Adultfemale_laugh03.csv","Adultfemale_laugh",143.1,388.8,1414,1598,1416,4009,19
"445","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",1063,1063,1063,1063,1063,1063,1
"446","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",311.8,395.4,442.1,1248,3140,3995,120
"447","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",3249,3249,3249,3249,3249,3249,1
"448","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",309.8,342.7,1428,2097,3961,4085,67
"449","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",311.8,311.8,311.8,311.8,311.8,311.8,1
"450","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",336.6,336.6,336.6,336.6,336.6,336.6,1
"451","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",172.2,351.7,382.4,1512,3822,4081,61
"452","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",351.2,366,380.7,371.2,381.2,381.6,3
"453","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",374.3,374.8,375.2,375.2,375.6,376,2
"454","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",108.3,392.6,647.3,1719,3866,4235,54
"455","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",346.9,346.9,346.9,346.9,346.9,346.9,1
"456","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",387.8,387.8,387.8,387.8,387.8,387.8,1
"457","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",390.3,391.3,392.3,392.2,393.1,394,3
"458","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",3475,3475,3475,3475,3475,3475,1
"459","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",77.1,428.5,1424,1573,2087,3985,58
"460","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",430,430,430,430,430,430,1
"461","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",430.8,430.8,430.8,430.8,430.8,430.8,1
"462","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",433.2,433.2,433.2,433.2,433.2,433.2,1
"463","Adultfemale_laugh03.spec.csv","Adultfemale_laugh",143.1,388.4,1414,1501,1416,4009,39
"464","Adultfemale_laugh04.512.csv","Adultfemale_laugh",246.5,496,534.3,1224,1146,3969,25
"465","Adultfemale_laugh04.512.csv","Adultfemale_laugh",194.4,731.8,1402,1226,1896,1906,4
"466","Adultfemale_laugh04.512.csv","Adultfemale_laugh",254.6,286.2,314.7,518.8,410.2,1840,18
"467","Adultfemale_laugh04.512.csv","Adultfemale_laugh",161.1,298.5,321,554.2,842.6,1706,16
"468","Adultfemale_laugh04.512.csv","Adultfemale_laugh",253,475.8,832.1,947.2,1697,1931,27
"469","Adultfemale_laugh04.512.csv","Adultfemale_laugh",118.3,282.8,306.1,377,395.5,880.6,20
"470","Adultfemale_laugh04.512.csv","Adultfemale_laugh",272.8,275,277.3,277.3,279.5,281.8,2
"471","Adultfemale_laugh04.csv","Adultfemale_laugh",246.5,488.3,534.2,1193,1517,3969,51
"472","Adultfemale_laugh04.csv","Adultfemale_laugh",263.9,263.9,263.9,263.9,263.9,263.9,1
"473","Adultfemale_laugh04.csv","Adultfemale_laugh",194.4,1134,1892,1440,1907,1913,7
"474","Adultfemale_laugh04.csv","Adultfemale_laugh",1982,1982,1982,1982,1982,1982,1
"475","Adultfemale_laugh04.csv","Adultfemale_laugh",254.6,288.7,322.1,575.4,422.6,1872,36
"476","Adultfemale_laugh04.csv","Adultfemale_laugh",161.1,301.9,326.4,611.9,845.1,1755,31
"477","Adultfemale_laugh04.csv","Adultfemale_laugh",131.4,476.6,838.7,973.6,1715,1946,54
"478","Adultfemale_laugh04.csv","Adultfemale_laugh",875.2,875.8,876.5,876.5,877.1,877.8,2
"479","Adultfemale_laugh04.csv","Adultfemale_laugh",118.3,283,305.6,379.2,402,891.5,41
"480","Adultfemale_laugh04.csv","Adultfemale_laugh",272.8,273.1,273.4,275.3,275.6,281.8,4
"481","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",246.5,488.3,534.2,1197,1887,3985,101
"482","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",264.2,264.2,264.2,264.2,264.2,264.2,1
"483","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",194.4,390.3,1886,1322,1905,1908,14
"484","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",611.1,953.9,1297,1297,1640,1982,2
"485","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",1862,1862,1862,1862,1862,1862,1
"486","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",254.1,289.6,320.9,561,415.6,1872,70
"487","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",1755,1755,1755,1755,1755,1755,1
"488","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",161.1,301.6,324.1,551,842.4,1706,60
"489","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",131.4,475.7,839.3,998.6,1803,1958,77
"490","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",271.7,828.9,836.3,975.8,1688,1728,29
"491","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",875.2,875.5,875.7,875.7,876,876.3,2
"492","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",876.5,876.5,876.5,876.5,876.5,876.5,1
"493","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",872.1,872.1,872.1,872.1,872.1,872.1,1
"494","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",118.3,288.3,309.9,408.6,407.8,891.5,83
"495","Adultfemale_laugh04.spec.csv","Adultfemale_laugh",272.5,273,273.2,273.8,273.8,277,7
"496","Adultfemale_laugh05.512.csv","Adultfemale_laugh",64.81,392.8,427,490.1,589.9,1875,127
"497","Adultfemale_laugh05.csv","Adultfemale_laugh",101.5,396.6,431.1,514.7,591.6,1881,236
"498","Adultfemale_laugh05.csv","Adultfemale_laugh",64.81,180.3,395.2,317.6,400.1,615.8,16
"499","Adultfemale_laugh05.spec.csv","Adultfemale_laugh",101.5,394.1,430.2,515.2,591.9,1881,474
"500","Adultfemale_laugh05.spec.csv","Adultfemale_laugh",64.79,180.3,394.6,305.6,399.6,615.8,32
"501","Adultfemale_laugh06.512.csv","Adultfemale_laugh",71.61,217.3,398.2,403.8,428.2,1771,38
"502","Adultfemale_laugh06.512.csv","Adultfemale_laugh",107.1,114.1,401.7,284.6,406,443.2,7
"503","Adultfemale_laugh06.512.csv","Adultfemale_laugh",111.1,330.8,339.3,343.1,355.7,417.7,91
"504","Adultfemale_laugh06.csv","Adultfemale_laugh",66.23,265.4,399.4,413.6,428.7,1790,78
"505","Adultfemale_laugh06.csv","Adultfemale_laugh",113.8,114.2,401.1,295.3,405,443.2,10
"506","Adultfemale_laugh06.csv","Adultfemale_laugh",107.1,107.1,121.1,189,202.9,406.7,4
"507","Adultfemale_laugh06.csv","Adultfemale_laugh",111.1,330.7,340.6,342.1,355.6,418.3,181
"508","Adultfemale_laugh06.spec.csv","Adultfemale_laugh",66.23,327.6,401.6,421.1,430.1,1790,156
"509","Adultfemale_laugh06.spec.csv","Adultfemale_laugh",440.8,441.9,442.6,442.3,443,443.2,4
"510","Adultfemale_laugh06.spec.csv","Adultfemale_laugh",113.6,114.1,114.2,240.4,402,405.3,16
"511","Adultfemale_laugh06.spec.csv","Adultfemale_laugh",107.1,107.1,107.2,196.7,270.7,406.7,7
"512","Adultfemale_laugh06.spec.csv","Adultfemale_laugh",111.1,330.8,341.6,343.5,357.5,418.3,331
"513","Adultfemale_laugh06.spec.csv","Adultfemale_laugh",312.6,321.9,331.8,332,341.9,353.4,30
"514","Adultfemale_laugh07.512.csv","Adultfemale_laugh",188.3,429.8,502.8,526.4,520.1,1059,74
"515","Adultfemale_laugh07.512.csv","Adultfemale_laugh",105.4,175.1,313.9,309.9,439.8,522.5,20
"516","Adultfemale_laugh07.512.csv","Adultfemale_laugh",46.88,382.8,648.3,734.9,670.9,2004,43
"517","Adultfemale_laugh07.csv","Adultfemale_laugh",83.98,431.1,502.8,520.7,515.6,1059,148
"518","Adultfemale_laugh07.csv","Adultfemale_laugh",104.6,173.7,374.2,312.9,427.7,522.5,41
"519","Adultfemale_laugh07.csv","Adultfemale_laugh",46.88,272.9,647.1,690.1,665.4,2007,86
"520","Adultfemale_laugh07.spec.csv","Adultfemale_laugh",83.98,430.4,502.7,520.6,515.9,1059,297
