T,File.Name,Min,1Q,Median,Mean,3Q,Max,Length
350,Animal_dog08.csv,567.6,573.7,579.9,579.9,586,592.2,2
351,Animal_dog09.csv,1542,1542,1542,1542,1542,1542,1
352,Animal_dog09.csv,50.59,517.8,918.8,1066,1342,5726,270
353,Animal_dog09.csv,473.5,474.2,475,475,475.7,476.5,2
354,Animal_dog09.csv,50.5,50.5,50.5,50.5,50.5,50.5,1
355,Animal_dog10.csv,100.9,791.1,998.4,955.7,1273,1375,123
356,Animal_dog10.csv,182.5,360.4,749.6,675.9,941.5,1103,137
357,Animal_dog11.csv,147.5,577,675.7,615.4,722,849.9,226
358,Animal_dog11.csv,566.8,566.8,566.8,566.8,566.8,566.8,2
359,Animal_dog11.csv,570.6,570.6,570.6,570.6,570.6,570.6,1
360,Animal_dog11.csv,582.6,582.6,582.6,582.6,582.6,582.6,1
361,Animal_dog11.csv,601.3,601.3,601.3,601.3,601.3,601.3,1
362,Animal_dog11.csv,562.3,562.3,562.3,562.3,562.3,562.3,1
363,Animal_dog12.csv,140.2,362.5,402.9,492.2,604.7,1084,180
364,Animal_dog12.csv,525.9,527.1,528.4,528.4,529.6,530.8,2
365,Animal_dog12.csv,533.4,725.9,742.8,742.2,815.7,849.8,59
366,Animal_dog13.csv,258.1,1030,1132,1062,1242,2606,240
367,Animal_dog13.csv,414.5,745,1256,1010,1260,1262,10
368,Animal_dog13.csv,1067,1114,1161,1161,1208,1255,2
369,Animal_dog14.csv,46.88,419.5,441.7,428.8,479.7,563.5,112
370,Animal_dog14.csv,49.69,51.41,51.95,115.1,53.28,1341,74
371,Animal_dog14.csv,365.7,389.2,400.3,408.3,434.2,461,83
372,Animal_dog14.csv,47.66,117.3,186.9,186.9,256.6,326.2,2
373,Animal_dog14.csv,47.37,47.38,47.4,47.4,47.41,47.42,2
374,Animal_dog15.csv,114.4,714.7,836.3,799.5,934.1,1758,279
375,Baby_cry01.csv,148.1,483.7,577.6,830.4,1164,3885,270
376,Baby_cry01.csv,189.5,667.3,1161,883.7,1166,1169,7
377,Baby_cry02.csv,82.62,811.5,1054,1040,1226,2820,275
378,Baby_cry03.csv,447.6,549.2,572.3,603.7,603.3,1180,277
379,Baby_cry04.csv,103.6,510.7,1038,997.9,1175,2177,204
380,Baby_cry04.csv,160.8,677.4,1162,1370,1778,3353,67
381,Baby_cry05.csv,198.2,473.9,502,501.9,518.8,832.4,276
382,Baby_cry06.csv,162.6,534.1,572.6,1013,1593,2597,270
383,Baby_cry07.csv,117.5,451,1034,1293,2233,4672,277
384,Baby_cry08.csv,132.3,1069,1593,1424,1877,4726,232
385,Baby_cry08.csv,92.66,276.6,413.5,831.9,802.1,2304,34
386,Baby_cry09.csv,146.6,479.1,1087,928.2,1211,2690,274
387,Baby_cry10.csv,79.81,378.5,445.2,733.1,701.6,3000,269
388,Baby_cry11.csv,112.2,478.5,661.1,678.7,797.3,1427,278
389,Baby_cry12.csv,122.8,334.7,368.7,475.1,575.9,1196,274
390,Baby_cry13.csv,348.1,442.3,582.2,729.1,1173,1218,277
391,Baby_cry14.csv,84.5,354.4,369.9,477.4,394.4,2243,207
392,Baby_cry14.csv,2183,2183,2183,2183,2183,2183,1
393,Baby_cry14.csv,2239,2239,2239,2239,2239,2239,1
394,Baby_cry14.csv,163.2,413.6,436.2,965.7,1776,2426,54
395,Baby_cry15.csv,139,443.8,478.7,507.8,513.1,2127,267
396,Baby_cry16.csv,158.3,323.8,348,535.2,858,1059,46
397,Baby_cry16.csv,1094,1094,1094,1094,1094,1094,1
398,Baby_cry16.csv,228.7,448.5,457.6,615.8,842.5,2622,154
399,Baby_cry16.csv,287.9,342.5,487.2,621.3,800.9,1226,22
400,Baby_cry17.csv,232,461.8,476.3,475.6,481.7,1566,266
401,Baby_cry18.csv,178.9,417.5,435.3,450,463.4,1064,271
402,Baby_cry19.csv,118.5,413.8,622,971,1725,2557,280
403,Baby_cry20.csv,175.7,370.6,417.1,945.8,1298,5363,270
404,Baby_cry21.csv,277.2,292.9,318.2,369.8,346.9,639.5,139
405,Baby_cry21.csv,93.82,311,352.3,414.7,591.9,740.9,137
406,Baby_laugh01.csv,301.3,352.1,613.3,545.9,661.4,801.3,164
407,Baby_laugh01.csv,749.1,749.1,749.1,749.1,749.1,749.1,1
408,Baby_laugh02.csv,298.5,336.8,352.9,1122,916.4,5744,138
409,Baby_laugh03.csv,1497,1497,1497,1497,1497,1497,1
410,Baby_laugh03.csv,70.16,345.5,384.5,943.7,1534,4614,275
411,Baby_laugh04.csv,287.9,1471,1502,1451,1587,1757,141
412,Baby_laugh04.csv,150.9,298.1,311.8,345.5,327,972.7,94
413,Baby_laugh04.csv,288.2,291.5,305.2,319.5,308.4,443.4,7
414,Baby_laugh04.csv,175.1,177.3,179.5,192.3,200.9,222.2,3
415,Baby_laugh05.csv,1276,1334,1379,1396,1465,1524,89
416,Baby_laugh05.csv,135.3,276.7,295.7,320,308.7,1348,164
417,Baby_laugh06.csv,240.4,253.6,301.1,328.2,343.1,870,215
418,Baby_laugh06.csv,2248,2248,2248,2248,2248,2248,1
419,Baby_laugh06.csv,383.4,383.4,383.4,383.4,383.4,383.4,1
420,Baby_laugh06.csv,323.6,323.6,323.6,323.6,323.6,323.6,1
421,Baby_laugh07.csv,144.5,289.5,314,660.8,1101,3149,262
422,Baby_laugh08.csv,104.1,339.9,368.7,543,399.9,1459,281
423,Baby_laugh09.csv,155.7,379,756.6,766.5,1123,1659,226
424,Baby_laugh09.csv,158.6,357,386.8,577.1,1096,1378,33
425,Baby_laugh10.csv,278,348.9,1184,882.6,1358,1530,195
426,Baby_laugh10.csv,279.7,279.7,279.7,279.7,279.7,279.7,1
427,Baby_laugh10.csv,277.1,277.1,277.1,277.1,277.1,277.1,1
428,Baby_laugh10.csv,276.4,276.4,276.4,276.4,276.4,276.4,1
429,Baby_laugh10.csv,115.9,180.8,181.2,207,183,535.6,29
430,Baby_laugh11.csv,301.4,317.2,355.4,355.9,364.2,1169,261
431,Baby_laugh11.csv,365.6,531.5,534.2,527.1,538.2,552.3,19
432,Baby_laugh12.csv,204,343.4,796.2,701.6,894.4,2949,278
433,Baby_laugh13.csv,167,266.6,314.4,444.8,390.8,4038,278
434,Baby_laugh14.csv,126.2,310.3,338.3,478.8,412.9,1638,277
435,Baby_laugh15.csv,309.1,581.7,662.4,1046,744.2,5308,193
436,Baby_laugh15.csv,349,349.7,350.2,350.1,350.5,351,4
437,Baby_laugh15.csv,350.4,350.4,350.4,350.4,350.4,350.4,1
438,Baby_laugh15.csv,180.5,598.1,769.2,715.3,810,1648,74
439,Baby_laugh16.csv,245.7,276.1,307.2,344.2,380.6,938.8,277
440,Baby_laugh17.csv,103.3,267,362.3,786.2,784.5,2349,10
441,Baby_laugh17.csv,101.1,271.3,281.2,619.7,764.2,4839,256
442,Baby_laugh18.csv,95.75,320.5,330.4,371.8,349.5,1249,252
443,Baby_laugh18.csv,401.5,446,471,454.3,471.8,472.4,6
444,Baby_neutral01.csv,253.3,367.7,374.9,373.4,377.4,507.8,195
445,Baby_neutral02.csv,138.1,246.5,304.8,550.1,1007,2324,277
446,Baby_neutral03.csv,152.8,279.5,322.6,422.5,332.4,4820,267
447,Baby_neutral04.csv,256.8,272.7,312.5,309.1,330.2,1247,279
448,Baby_neutral05.csv,285.8,305.6,310.1,319.8,312.5,593.6,58
449,Baby_neutral05.csv,150.2,298.2,307.7,348.3,315.9,2271,214
450,Baby_neutral06.csv,144.7,327.2,330.1,352.8,340,1356,279
451,Baby_neutral07.csv,326,433.8,1077,896.3,1178,1215,275
452,Baby_neutral08.csv,138.1,238.7,262.1,458,488.9,1556,277
453,Baby_neutral09.csv,170.5,302.8,325.8,363.9,333.6,1147,248
454,Baby_neutral09.csv,1130,1135,1140,1140,1146,1151,2
455,Baby_neutral09.csv,332.1,1000,1073,1001,1090,1134,19
456,Baby_neutral10.csv,109.5,463.8,1392,1217,1435,2545,273
457,Baby_neutral11.csv,128.1,274.7,323.3,310,352.7,787.2,268
458,Baby_neutral12.csv,138.1,246.7,305.2,543.5,1007,1556,277
459,Baby_neutral13.csv,180.7,361.4,370,365.8,380.2,398.9,276
460,Baby_neutral14.csv,87.26,537.5,1563,1178,1630,2280,270
461,Baby_neutral14.csv,232.3,232.3,232.3,232.3,232.3,232.3,1
462,Baby_neutral15.csv,268.9,329.2,351.9,356.1,369.2,574.4,88
463,Baby_neutral15.csv,168.6,259.1,304.9,957.2,326.5,5346,162
464,Baby_neutral15.csv,108.2,196.3,345.3,282.1,346.7,348.9,17
465,Baby_neutral16.csv,88.64,135.7,269.6,310.6,329.4,1115,277
466,Baby_neutral17.csv,108.8,306.5,329.6,408.6,347.5,906.5,64
467,Baby_neutral17.csv,75.8,75.8,75.8,75.8,75.8,75.8,1
468,Baby_neutral17.csv,330.2,330.2,330.2,330.2,330.2,330.2,1
469,Baby_neutral17.csv,212,212,212,212,212,212,1
470,Baby_neutral17.csv,182.8,339.9,349.7,434.9,371.5,1177,62
471,Baby_neutral17.csv,1253,1253,1253,1253,1253,1253,1
472,Baby_neutral17.csv,1171,1182,1192,1192,1203,1213,2
473,Baby_neutral17.csv,78.16,324.4,335.8,417.5,371.2,1317,72
474,Baby_neutral17.csv,344.4,344.4,344.4,344.4,344.4,344.4,1
475,Baby_neutral17.csv,170,734.7,1299,1299,1864,2429,2
476,Baby_neutral17.csv,81.51,321.7,343.4,375.1,425.9,896.1,28
477,Baby_neutral18.csv,188.9,1034,1131,1092,1196,2295,184
478,Baby_neutral18.csv,168.7,845.7,1242,1495,2589,2701,86
479,Baby_neutral19.csv,170.4,276.6,308.4,344.9,340,1126,196
480,Baby_neutral19.csv,249.5,249.5,249.5,249.5,249.5,249.5,1
481,Baby_neutral19.csv,231.7,244.6,263.5,569.9,1165,2175,79
482,Baby_neutral20.csv,144.5,226.2,243.9,286.9,256,685.9,274
483,Baby_neutral21.csv,184.4,290.6,298.4,481.5,327,1986,128
484,Baby_neutral21.csv,139,287.4,331.1,395.1,361.3,1298,141
485,Baby_neutral22.csv,281.7,313.3,333.1,346.5,342.1,1365,278
486,Baby_neutral23.csv,234.9,308.4,340.6,434.1,377.5,1230,266
487,Baby_neutral24.csv,98.33,147.9,297.1,422.6,360.8,1868,268
488,Baby_neutral25.csv,1266,1266,1266,1266,1266,1266,1
489,Baby_neutral25.csv,111.1,303.8,1342,992.7,1524,1608,70
490,Baby_neutral25.csv,1673,1673,1673,1673,1673,1673,1
491,Baby_neutral25.csv,1751,1752,1752,1752,1753,1753,2
492,Baby_neutral25.csv,154.9,317.8,1299,923.8,1324,1496,83
493,Baby_neutral25.csv,177.4,294.4,298.1,538.2,443.8,1595,69
494,Baby_neutral25.csv,164.1,164.1,164.2,164.2,164.3,164.4,2
495,Baby_neutral25.csv,306.1,307.4,308.7,314.4,318.6,328.5,3
496,Baby_neutral25.csv,168.7,180.9,193,185,193.2,193.3,3
